Mod:Item:MetaData, Localized Name
chisel:redstone:9, Редстоуновый блок
chisel:redstone:10, Редстоуновый блок
chisel:redstone:11, Редстоуновый блок
chisel:redstone:12, Редстоуновый блок
chisel:redstone:13, Редстоуновый блок
chisel:redstone:14, Редстоуновый блок
chisel:redstone:15, Редстоуновый блок
chisel:redstone1:0, Редстоуновый блок
chisel:redstone1:1, Редстоуновый блок
chisel:redstone1:2, Редстоуновый блок
chisel:redstone1:3, Редстоуновый блок
chisel:redstone1:4, Редстоуновый блок
chisel:redstone1:5, Редстоуновый блок
chisel:redstone1:6, Редстоуновый блок
chisel:redstone1:7, Редстоуновый блок
chisel:redstone1:8, Редстоуновый блок
chisel:redstone1:9, Редстоуновый блок
chisel:redstone1:10, Редстоуновый блок
chisel:redstone1:11, Редстоуновый блок
chisel:sandstoneyellow:0, Песчаник
chisel:sandstoneyellow:1, Песчаник
chisel:sandstoneyellow:2, Песчаник
chisel:sandstoneyellow:3, Песчаник
chisel:sandstoneyellow:4, Песчаник
chisel:sandstoneyellow:5, Песчаник
chisel:sandstoneyellow:6, Песчаник
chisel:sandstoneyellow:7, Песчаник
chisel:sandstoneyellow:8, Песчаник
chisel:sandstoneyellow:9, Песчаник
chisel:sandstoneyellow:10, Песчаник
chisel:sandstoneyellow:11, Песчаник
chisel:sandstoneyellow:12, Песчаник
chisel:sandstoneyellow:13, Песчаник
chisel:sandstoneyellow:14, Песчаник
chisel:sandstoneyellow:15, Песчаник
chisel:sandstoneyellow1:0, Песчаник
chisel:sandstoneyellow1:1, Песчаник
chisel:sandstoneyellow1:2, Песчаник
chisel:sandstoneyellow1:3, Песчаник
chisel:sandstoneyellow1:4, Песчаник
chisel:sandstoneyellow1:5, Песчаник
chisel:sandstoneyellow1:6, Песчаник
chisel:sandstoneyellow1:7, Песчаник
chisel:sandstoneyellow1:8, Песчаник
chisel:sandstoneyellow1:9, Песчаник
chisel:sandstoneyellow2:0, Песчаник
chisel:sandstoneyellow2:1, Песчаник
chisel:sandstoneyellow2:2, Песчаник
chisel:sandstoneyellow2:3, Песчаник
chisel:sandstoneyellow2:4, Песчаник
chisel:sandstoneyellow2:5, Песчаник
chisel:sandstoneyellow2:6, Песчаник
chisel:sandstoneyellow2:7, Песчаник
chisel:sandstonered:0, Красный песчаник
chisel:sandstonered:1, Красный песчаник
chisel:sandstonered:2, Красный песчаник
chisel:sandstonered:3, Красный песчаник
chisel:sandstonered:4, Красный песчаник
chisel:sandstonered:5, Красный песчаник
chisel:sandstonered:6, Красный песчаник
chisel:sandstonered:7, Красный песчаник
chisel:sandstonered:8, Красный песчаник
chisel:sandstonered:9, Красный песчаник
chisel:sandstonered:10, Красный песчаник
chisel:sandstonered:11, Красный песчаник
chisel:sandstonered:12, Красный песчаник
chisel:sandstonered:13, Красный песчаник
chisel:sandstonered:14, Красный песчаник
chisel:sandstonered:15, Красный песчаник
chisel:sandstonered1:0, Красный песчаник
chisel:sandstonered1:1, Красный песчаник
chisel:sandstonered1:2, Красный песчаник
chisel:sandstonered1:3, Красный песчаник
chisel:sandstonered1:4, Красный песчаник
chisel:sandstonered1:5, Красный песчаник
chisel:sandstonered1:6, Красный песчаник
chisel:sandstonered1:7, Красный песчаник
chisel:sandstonered1:8, Красный песчаник
chisel:sandstonered1:9, Красный песчаник
chisel:sandstonered2:0, Красный песчаник
chisel:sandstonered2:1, Красный песчаник
chisel:sandstonered2:2, Красный песчаник
chisel:sandstonered2:3, Красный песчаник
chisel:sandstonered2:4, Красный песчаник
chisel:sandstonered2:5, Красный песчаник
chisel:sandstonered2:6, Красный песчаник
chisel:sandstonered2:7, Красный песчаник
chisel:sandstone-scribbles:0, Песчаник с каракулями
chisel:sandstone-scribbles:1, Песчаник с каракулями
chisel:sandstone-scribbles:2, Песчаник с каракулями
chisel:sandstone-scribbles:3, Песчаник с каракулями
chisel:sandstone-scribbles:4, Песчаник с каракулями
chisel:sandstone-scribbles:5, Песчаник с каракулями
chisel:sandstone-scribbles:6, Песчаник с каракулями
chisel:sandstone-scribbles:7, Песчаник с каракулями
chisel:sandstone-scribbles:8, Песчаник с каракулями
chisel:sandstone-scribbles:9, Песчаник с каракулями
chisel:sandstone-scribbles:10, Песчаник с каракулями
chisel:sandstone-scribbles:11, Песчаник с каракулями
chisel:sandstone-scribbles:12, Песчаник с каракулями
chisel:sandstone-scribbles:13, Песчаник с каракулями
chisel:sandstone-scribbles:14, Песчаник с каракулями
chisel:sandstone-scribbles:15, Песчаник с каракулями
chisel:sandstonered-scribbles:0, Red Sandstone Scribbles
chisel:sandstonered-scribbles:1, Red Sandstone Scribbles
chisel:sandstonered-scribbles:2, Red Sandstone Scribbles
chisel:sandstonered-scribbles:3, Red Sandstone Scribbles
chisel:sandstonered-scribbles:4, Red Sandstone Scribbles
chisel:sandstonered-scribbles:5, Red Sandstone Scribbles
chisel:sandstonered-scribbles:6, Red Sandstone Scribbles
chisel:sandstonered-scribbles:7, Red Sandstone Scribbles
chisel:sandstonered-scribbles:8, Red Sandstone Scribbles
chisel:sandstonered-scribbles:9, Red Sandstone Scribbles
chisel:sandstonered-scribbles:10, Red Sandstone Scribbles
chisel:sandstonered-scribbles:11, Red Sandstone Scribbles
chisel:sandstonered-scribbles:12, Red Sandstone Scribbles
chisel:sandstonered-scribbles:13, Red Sandstone Scribbles
chisel:sandstonered-scribbles:14, Red Sandstone Scribbles
chisel:sandstonered-scribbles:15, Red Sandstone Scribbles
chisel:blocksilver:0, Серебряный блок
chisel:blocksilver:1, Серебряный блок
chisel:blocksilver:2, Серебряный блок
chisel:blocksilver:3, Серебряный блок
chisel:blocksilver:4, Серебряный блок
chisel:blocksilver:5, Серебряный блок
chisel:blocksilver:6, Серебряный блок
chisel:blocksteel:0, Стальной блок
chisel:blocksteel:1, Стальной блок
chisel:blocksteel:2, Стальной блок
chisel:blocksteel:3, Стальной блок
chisel:blocksteel:4, Стальной блок
chisel:blocksteel:5, Стальной блок
chisel:blocksteel:6, Стальной блок
chisel:stonebrick:0, Резной камень
chisel:stonebrick:1, Резной камень
chisel:stonebrick:2, Резной камень
chisel:stonebrick:3, Резной камень
chisel:stonebrick:4, Резной камень
chisel:stonebrick:5, Резной камень
chisel:stonebrick:6, Резной камень
chisel:stonebrick:7, Резной камень
chisel:stonebrick:8, Резной камень
chisel:stonebrick:9, Резной камень
chisel:stonebrick:10, Резной камень
chisel:stonebrick:11, Резной камень
chisel:stonebrick:12, Резной камень
chisel:stonebrick:13, Резной камень
chisel:stonebrick:14, Резной камень
chisel:stonebrick:15, Резной камень
chisel:stonebrick1:0, Резной камень
chisel:stonebrick1:1, Резной камень
chisel:stonebrick1:2, Резной камень
chisel:stonebrick1:3, Резной камень
chisel:stonebrick1:4, Резной камень
chisel:stonebrick1:5, Резной камень
chisel:stonebrick1:6, Резной камень
chisel:stonebrick1:7, Резной камень
chisel:stonebrick1:8, Резной камень
chisel:stonebrick1:9, Резной камень
chisel:stonebrick2:0, Резной камень
chisel:stonebrick2:1, Резной камень
chisel:stonebrick2:2, Резной камень
chisel:stonebrick2:3, Резной камень
chisel:stonebrick2:4, Резной камень
chisel:stonebrick2:5, Резной камень
chisel:stonebrick2:6, Резной камень
chisel:stonebrick2:7, Резной камень
chisel:stonebrick2:8, Резной камень
chisel:stonebrick2:9, Резной камень
chisel:technical:0, Фабричный блок
chisel:technical:1, Фабричный блок
chisel:technical:2, Фабричный блок
chisel:technical:3, Фабричный блок
chisel:technical:4, Фабричный блок
chisel:technical:5, Фабричный блок
chisel:technical:6, Фабричный блок
chisel:technical:7, Фабричный блок
chisel:technical:8, Фабричный блок
chisel:technical:9, Фабричный блок
chisel:technical:10, Фабричный блок
chisel:technical:11, Фабричный блок
chisel:technical:12, Фабричный блок
chisel:technical:13, Фабричный блок
chisel:technical:14, Фабричный блок
chisel:technical:15, Фабричный блок
chisel:technical1:0, Фабричный блок
chisel:technical1:1, Фабричный блок
chisel:technical1:2, Фабричный блок
chisel:technical1:3, Фабричный блок
chisel:technical1:4, Фабричный блок
chisel:technicalnew:0, Фабричный блок
chisel:technicalnew:1, Фабричный блок
chisel:technicalnew:2, Фабричный блок
chisel:technicalnew:3, Фабричный блок
chisel:technicalnew:4, Фабричный блок
chisel:technicalnew:5, Фабричный блок
chisel:technicalnew:6, Фабричный блок
chisel:technicalnew:7, Фабричный блок
chisel:technicalnew:8, Фабричный блок
chisel:temple:0, Храмовый блок
chisel:temple:1, Храмовый блок
chisel:temple:2, Храмовый блок
chisel:temple:3, Храмовый блок
chisel:temple:4, Храмовый блок
chisel:temple:5, Храмовый блок
chisel:temple:6, Храмовый блок
chisel:temple:7, Храмовый блок
chisel:temple:8, Храмовый блок
chisel:temple:9, Храмовый блок
chisel:temple:10, Храмовый блок
chisel:temple:11, Храмовый блок
chisel:temple:12, Храмовый блок
chisel:temple:13, Храмовый блок
chisel:temple:14, Храмовый блок
chisel:temple:15, Храмовый блок
chisel:templemossy:0, Замшелый храмовый блок
chisel:templemossy:1, Замшелый храмовый блок
chisel:templemossy:2, Замшелый храмовый блок
chisel:templemossy:3, Замшелый храмовый блок
chisel:templemossy:4, Замшелый храмовый блок
chisel:templemossy:5, Замшелый храмовый блок
chisel:templemossy:6, Замшелый храмовый блок
chisel:templemossy:7, Замшелый храмовый блок
chisel:templemossy:8, Замшелый храмовый блок
chisel:templemossy:9, Замшелый храмовый блок
chisel:templemossy:10, Замшелый храмовый блок
chisel:templemossy:11, Замшелый храмовый блок
chisel:templemossy:12, Замшелый храмовый блок
chisel:templemossy:13, Замшелый храмовый блок
chisel:templemossy:14, Замшелый храмовый блок
chisel:templemossy:15, Замшелый храмовый блок
chisel:blocktin:0, Оловянный блок
chisel:blocktin:1, Оловянный блок
chisel:blocktin:2, Оловянный блок
chisel:blocktin:3, Оловянный блок
chisel:blocktin:4, Оловянный блок
chisel:blocktin:5, Оловянный блок
chisel:blocktin:6, Оловянный блок
